,id,title,categories,abstract,doi,created,updated,authors
348,1807.03251,strongly disordered floquet topological systems,math-ph cond-mat.dis-nn cond-mat.mes-hall math.mp,"we study the strong disorder regime of floquet topological systems in dimension two, that describe independent electrons on a lattice subject to a periodic driving. in the spectrum of the floquet propagator we assume the existence of an interval in which all states are localized--a mobility gap. first we generalize the relative construction from spectral to mobility gap, define a bulk index for an infinite sample and an edge index for the half-infinite one and prove the bulk-edge correspondence. second, we consider completely localized systems where the mobility gap is the whole circle, and define alternative bulk and edge indices that circumvent the relative construction and match with quantized magnetization and pumping observables from the physics literature. finally, we show that any system with a mobility gap can be reduced to a completely localized one. all the indices defined throughout are equal.",10.1007/s00023-019-00794-3,2018-07-09,2018-07-29,"['jacob shapiro', 'clément tauber']"
349,1807.04254,"on persistence of superoscillations for schr\""{o}dinger equation with   time-dependent quadratic hamiltonians",math-ph math.mp,"in this work we study the persistence in time of superoscillations for the schr\""{o}dinger equation with quadratic time-dependent hamiltonians. we have solved explicitly the cauchy initial value problem with three different kind of oscillatory initial data. in order to prove the persistence of superoscillations we have defined explicitly an operator in terms of solutions of a riccati system associated with the variable coefficients of the hamiltonian. the operator is defined on a space of entire functions. particular examples include caldirola-kanai and degenerate parametric harmonic oscillator hamiltonians and more. for these examples we have illustrated numerically the convergence on real and imaginary parts.",,2018-07-11,2019-04-20,"['e. hight', 'j. palacio', 't. oraby', 'e. suazo']"
350,1807.04707,"scale and m\""obius covariance in two-dimensional haag-kastler net",math-ph hep-th math.mp math.oa,"given a two-dimensional haag-kastler net which is poincar\'e-dilation covariant with additional properties, we prove that it can be extended to a m\""obius covariant net. additional properties are either a certain condition on modular covariance, or a variant of strong additivity. the proof relies neither on the existence of stress-energy tensor nor any assumption on scaling dimensions. we exhibit some examples of poincar\'e-dilation covariant net which cannot be extended to a m\""obius covariant net, and discuss the obstructions.",10.1007/s00220-019-03410-x,2018-07-12,,"['vincenzo morinelli', 'yoh tanimoto']"
351,1807.05299,orthogonalization of fermion k-body operators and representability,math-ph math.mp,"the reduced k-particle density matrix of a density matrix on finite-dimensional, fermion fock space can be defined as the image under the orthogonal projection in the hilbert-schmidt geometry onto the space of k-body observables. a proper understanding of this projection is therefore intimately related to the representability problem, a long-standing open problem in computational quantum chemistry. given an orthonormal basis in the finite-dimensional one-particle hilbert space, we explicitly construct an orthonormal basis of the space of fock space operators which restricts to an orthonormal basis of the space of k-body operators for all k.",10.1103/physreva.99.042109,2018-07-13,2019-04-09,"['volker bach', 'robert rauch']"
352,1807.05534,towards general relativity through parametrized theories,math-ph gr-qc math.mp quant-ph,"boundaries, gnh, and parametrized theories. it takes three to tango. this is the motto of my doctoral thesis and the common thread of it.   the thesis is structured as follows: after some acknowledgments and a brief introduction, chapter one is devoted to establishing the mathematical background necessary for the rest of the thesis (with special emphasis in the space of embeddings and the fock construction). chapter two is based on our papers arxiv:1701.00735, arxiv:1611.09603, and arxiv:1501.05114. we study carefully a system consisting of a string with two masses attached to the ends and try to establish if we can identify degrees of freedom at the boundary both classically and quantically (spoiler alert: it is not possible). the next chapter is a brief introduction to the parametrized theories with the simple example of the parametrized classical mechanics. the 4th chapter deals with the parametrized electromagnetism with boundaries, a generalization of our paper arxiv:1511.00826. the following chapter focuses on the parametrized scalar field with boundaries (see arxiv:1507.05438). the 6th chapter deals with the parametrized maxwell-chern-simons and chern-simons theories with boundaries. chapter seven delves into the theory of general relativity using the gnh algorithm, showing that the hamiltonian formulation (adm) can be obtained in a more direct and simple way. the same study is performed over the unimodular gravity. in the last chapter we gather the conclusions and some hints about the future work. finally, an appendix is included with some additional mathematical topics as well as explicit computations.",,2018-07-15,2019-04-28,['juan margalef-bentabol']
353,1807.05879,real git with applications to compatible representations and   wick-rotations,math-ph gr-qc math.dg math.mp,"motivated by wick-rotations of pseudo-riemannian manifolds, we study real geometric invariant theory (git) and compatible representations. we extend some of the results from earlier works \cite{w2,w1}, in particular, we give some sufficient as well as necessary conditions for when pseudo-riemannian manifolds are wick-rotatable to other signatures. for arbitrary signatures, we consider a wick-rotatable pseudo-riemannian manifold with closed $o(p,q)$-orbits, and thus generalise the existence condition found in \cite{w1}. using these existence conditions we also derive an invariance theorem for wick-rotations of arbitrary signatures.",10.1016/j.geomphys.2019.03.007,2018-07-16,2019-03-10,"['christer helleland', 'sigbjorn hervik']"
354,1807.06162,constructing initial value spaces of lattice equations,nlin.si math-ph math.ds math.mp,"in this paper, we examine the space of initial values for integrable lattice equations, which are lattice equations classified by adler {\em et al} (2003), known as abs equations. by considering the map which iterates the solution along particular directions on the lattice, we perform resolutions of singularities for several examples of abs equations for the first time. our geometric observations lead to new miura transformations and reductions to ordinary difference equations.",,2018-07-16,2019-03-27,"['nalini joshi', 'sarah lobb', 'matthew nolan']"
355,1807.06267,on analytical perturbative solution of abjm quantum spectral curve,hep-th math-ph math.mp,"recently we showed how non-homogeneous second-order difference equations appearing within abjm quantum spectral curve description could be solved using mellin space technique. in particular we provided explicit results for anomalous dimensions of twist 1 operators in sl(2) sector at arbitrary spin values up to four loop order. it was shown that the obtained results may be expressed in terms of harmonic sums decorated by fourth root of unity factors, so that maximum transcendentality principle holds. in this note we show that the same result could be also obtained by direct solution of the mentioned equations in spectral parameter u-space. the solution involves new highly nontrivial identities between hypergeometric functions, which may have various other applications. we expect this method to be more easily generalizable to higher loop orders as well as to other theories, such as n=4 sym.",10.1134/s0040577919020077,2018-07-17,2018-08-23,"['r. n. lee', 'a. i. onishchenko']"
356,1807.06533,time of arrival and localization of relativistic particles,quant-ph gr-qc math-ph math.mp,"constructing observables that describe the localization of relativistic particles is an important foundational problem in relativistic quantum field theory (qft). the description of localization in terms of single-time observables leads to conflict with the requirement of causality. in this paper, we describe particle localization in terms of time-of-arrival observables, defined in terms of the interaction between a quantum field and a measuring apparatus. the resulting probabilities are linear functionals of qft correlation functions. specializing to the case of a scalar field, we identify several time-of-arrival observables differing on the way that the apparatus localizes particle-detection records. maximum localization is obtained for a unique observable that is related to the newton-wigner position operator. finally, we define a measure of localizability for relativistic particles in terms of a novel time-energy uncertainty relation for the variance of the time of arrival.",10.1063/1.5080930,2018-07-17,2019-03-19,"['charis anastopoulos', 'ntina savvidou']"
357,1807.06543,large deviations conditioned on large deviations i: markov chain and   langevin equation,cond-mat.stat-mech math-ph math.mp physics.data-an,"we present a systematic analysis of stochastic processes conditioned on an empirical measure $q_t$ defined in a time interval $[0,t]$ for large $t$. we build our analysis starting from a discrete time markov chain. results for a continuous time markov process and langevin dynamics are derived as limiting cases. we show how conditioning on a value of $q_t$ modifies the dynamics. for a langevin dynamics with weak noise, we introduce conditioned large deviations functions and calculate them using either a wkb method or a variational formulation. this allows us, in particular, to calculate the typical trajectory and the fluctuations around this optimal trajectory when conditioned on a certain value of $q_t$.",10.1007/s10955-019-02321-4,2018-07-17,,"['bernard derrida', 'tridib sadhu']"
358,1807.06596,the structure of bps equations for ambi-polar microstate geometries,hep-th math-ph math.mp,"ambi-polar metrics, defined so as to allow the signature to change from +4 to -4 across hypersurfaces, are a mainstay in the construction of bps microstate geometries. this paper elucidates the cohomology of these spaces so as to simplify greatly the construction of infinite families of fluctuating harmonic magnetic fluxes. it is argued that such fluxes should come from scalar, harmonic pre-potentials whose source loci are holomorphic divisors. this insight is obtained by exploring the kahler structure of ambi-polar gibbons-hawking spaces and it is shown that differentiating the pre-potentials with respect to kahler moduli yields solutions to the bps equations for the electric potentials sourced by the magnetic fluxes. this suggests that harmonic analysis on ambi-polar spaces has a novel, and an extremely rich structure, that is deeply intertwined with the bps equations. we illustrate our results using a family of two-centered solutions.",10.1088/1361-6382/aaf133,2018-07-17,2018-09-10,"['alexander tyukov', 'robert walker', 'nicholas p. warner']"
359,1807.06937,nonlinear dirac equation on graphs with localized nonlinearities: bound   states and nonrelativistic limit,math.ap math-ph math.mp quant-ph,"in this paper we study the nonlinear dirac (nld) equation on noncompact metric graphs with localized kerr nonlinearities, in the case of kirchhoff-type conditions at the vertices. precisely, we discuss existence and multiplicity of the bound states (arising as critical points of the nld action functional) and we prove that, in the $l^2$-subcritical case, they converge to the bound states of the nls equation in the nonrelativistic limit.",10.1137/18m1211714,2018-07-18,2019-01-16,"['william borrelli', 'raffaele carlone', 'lorenzo tentarelli']"
360,1807.06955,sinkhorn-knopp theorem for ppt states,math.oa math-ph math.mp quant-ph,"given a ppt state $a=\sum_{i=1}^na_i\otimes b_i \in m_k\otimes m_k$ and a vector $v\in\im(a)\subset\mathbb{c}^k\otimes\mathbb{c}^k$ with tensor rank $k$, we provide an algorithm that checks whether the positive map $g_a:m_k\rightarrow m_k$, $g_a(x)=\sum_{i=1}^n tr(a_ix)b_i$, is equivalent to a doubly stochastic map. this procedure is based on the search for perron eigenvectors of completely positive maps and unique solutions of, at most, $k$ unconstrained quadratic minimization problems. as a corollary, we can check whether this state can be put in the filter normal form. this normal form is an important tool for studying quantum entanglement. an extension of this procedure to ppt states in $m_k\otimes m_m$ is also presented.",10.1007/s11005-019-01169-9,2018-07-15,2018-09-24,['daniel cariello']
361,1807.07172,geometry of the madelung transform,math.dg math-ph math.mp math.sg,"the madelung transform is known to relate schr\""odinger-type equations in quantum mechanics and the euler equations for barotropic-type fluids. we prove that, more generally, the madelung transform is a k\""ahler map (i.e. a symplectomorphism and an isometry) between the space of wave functions and the cotangent bundle to the density space equipped with the fubini-study metric and the fisher-rao information metric, respectively. we also show that fusca's momentum map property of the madelung transform is a manifestation of the general approach via reduction for semi-direct product groups. furthermore, the hasimoto transform for the binormal equation turns out to be the 1d case of the madelung transform, while its higher-dimensional version is related to the problem of conservation of the willmore energy in binormal flows.",10.1007/s00205-019-01397-2,2018-07-18,2018-07-21,"['boris khesin', 'gerard misiolek', 'klas modin']"
362,1807.07511,harmonic functions on mated-crt maps,math.pr math-ph math.cv math.mp,"a mated-crt map is a random planar map obtained as a discretized mating of correlated continuum random trees. mated-crt maps provide a coarse-grained approximation of many other natural random planar map models (e.g., uniform triangulations and spanning tree-weighted maps), and are closely related to $\gamma$-liouville quantum gravity (lqg) for $\gamma \in (0,2)$ if we take the correlation to be $-\cos(\pi\gamma^2/4)$. we prove estimates for the dirichlet energy and the modulus of continuity of a large class of discrete harmonic functions on mated-crt maps, which provide a general toolbox for the study of the quantitative properties random walk and discrete conformal embeddings for these maps.   for example, our results give an independent proof that the simple random walk on the mated-crt map is recurrent, and a polynomial upper bound for the maximum length of the edges of the mated-crt map under a version of the tutte embedding. our results are also used in other work by the first two authors which shows that for a class of random planar maps --- including mated-crt maps and the uipt --- the spectral dimension is two (i.e., the return probability of the simple random walk to its starting point after $n$ steps is $n^{-1+o_n(1)}$) and the typical exit time of the walk from a graph-distance ball is bounded below by the volume of the ball, up to a polylogarithmic factor.",,2018-07-19,2019-05-24,"['ewain gwynne', 'jason miller', 'scott sheffield']"
363,1807.08722,random-cluster dynamics in $\mathbb z^2$: rapid mixing with general   boundary conditions,math.pr math-ph math.mp,"the random-cluster model with parameters $(p,q)$ is a random graph model that generalizes bond percolation ($q=1$) and the ising and potts models ($q\geq 2$). we study its glauber dynamics on $n\times n$ boxes $\lambda_{n}$ of the integer lattice graph $\mathbb z^2$, where the model exhibits a sharp phase transition at $p=p_c(q)$. unlike traditional spin systems like the ising and potts models, the random-cluster model has non-local interactions. long-range interactions can be imposed as external connections in the boundary of $\lambda_n$, known as boundary conditions. for select boundary conditions that do not carry long-range information (namely, wired and free), blanca and sinclair proved that when $q>1$ and $p\neq p_c(q)$, the glauber dynamics on $\lambda_n$ mixes in optimal $o(n^2 \log n)$ time. in this paper, we prove that this mixing time is polynomial in $n$ for every boundary condition that is realizable as a configuration on $\mathbb z^2 \setminus \lambda_{n}$. we then use this to prove near-optimal $\tilde o(n^2)$ mixing time for ""typical'' boundary conditions. as a complementary result, we construct classes of non-realizable (non-planar) boundary conditions inducing slow (stretched-exponential) mixing at $p\ll p_c(q)$.",,2018-07-23,2019-05-06,"['antonio blanca', 'reza gheissari', 'eric vigoda']"
364,1807.08885,exact regimes of collapsed and extra two-string solutions in the two   down-spin sector of the spin-1/2 massive xxz spin chain,cond-mat.stat-mech math-ph math.mp,"we derive exactly the number of complex solutions with two down-spins in the massive regime of the periodic spin-1/2 xxz spin chain of $n$ sites. here we remark that every solution of the bethe ansatz equations is characterized by a set of quantum numbers. we derive them analytically for all the complex solutions in the sector, which we call two-string solutions. we show that in a region of $n$ and $\delta$ the number of two-string solutions is by two larger than the number due to the string hypothesis, i.e., an extra pair of two-strings appears. we determine it exactly and also such regions where $m$ two-string solutions collapse for any positive integers $m$. we illustrate the extra and standard two-string solutions numerically. in the sector we show that the string deviations are exponentially small with respect to $n$ if $n$ is large. we argue that for any finite solution of the spin-1/2 xxx chain there is such a solution of the spin-1/2 xxz chain that has the same quantum numbers in common with the xxx solution.",10.1088/1751-8121/aaf29f,2018-07-23,,"['takashi imoto', 'jun sato', 'tetsuo deguchi']"
365,1807.09248,likely equilibria of the stochastic rivlin cube,math-ph math.mp math.pr,"the problem of the rivlin cube is to determine the stability of all homogeneous equilibria of an isotropic incompressible hyperelastic body under equitriaxial dead loads. here, we consider the stochastic version of this problem where the elastic parameters are random variables following standard probability laws. uncertainties in these parameters may arise, for example, from inherent data variation between different batches of homogeneous samples, or from different experimental tests. as for the deterministic elastic problem, we consider the following questions: what are the likely equilibria and how does their stability depend on the material constitutive law? in addition, for the stochastic model, the problem is to derive the probability distribution of deformations, given the variability of the parameters.",10.1098/rsta.2018.0068,2018-07-24,2019-02-06,"['l. angela mihai', 'thomas e. woolley', 'alain goriely']"
366,1807.09743,fermions and scalars in $\mathcal{n} = 4$ wilson loops at strong   coupling and beyond,hep-th math-ph math.mp nlin.si,"we study the strong coupling behaviour of null polygonal wilson loops/gluon amplitudes in $\mathcal{n} = 4$ sym, by using the ope series and its integrability features. for the hexagon we disentangle the $su(4)$ matrix structure of the form factors for fermions, organising them in a pattern similar to the young diagrams used previously for the scalar sector \cite{bfpr2,bfpr3}. then, we complete and extend the discussion of \cite{bfpr1} by showing, at strong coupling, the appearance of a new effective particle in the series: the fermion-antifermion bound state, the so-called meson. we discuss its interactions in the ope series with itself by forming (effective) bound states and with the gluons and bound states of them. these lead the ope series to the known $ads_5$ minimal area result for the wls, described in terms of a set of tba-like equations. this approach allows us to detect all the one-loop contributions and, once the meson has formed, applies to $\mathcal{n}=2$ nekrasov partition function via the parallel meson/instanton (in particular, they share the mechanism by which their bound states emerge and form the tba node). finally, to complete the strong coupling analysis, we consider the scalar sector for any polygon, confirming the emergence of a leading contribution from the non-perturbative theory on the sphere $s^5$.",10.1016/j.nuclphysb.2019.114644,2018-07-25,,"['alfredo bonini', 'davide fioravanti', 'simone piscaglia', 'marco rossi']"
367,1807.10403,nonlinear and linear elastodynamics transformation cloaking,cond-mat.soft math-ph math.mp physics.class-ph,"we formulate the problems of nonlinear and linear elastodynamics transformation cloaking in a geometric framework. it is noted that a cloaking transformation is neither a spatial nor a referential change of frame (coordinates); a cloaking transformation maps the boundary-value problem of an isotropic and homogeneous elastic body (virtual problem) to that of an anisotropic and inhomogeneous elastic body with a hole surrounded by a cloak that is to be designed (physical problem). the virtual body has a desired mechanical response while the physical body is designed to mimic the same response outside the cloak using a cloaking transformation. we show that nonlinear elastodynamics transformation cloaking is not possible while nonlinear elastostatics cloaking may be possible for special deformations, e.g., radial deformations in a body with either a cylindrical or a spherical cavity. for linear elastodynamics, in line with the previous observations in the literature, we show that the elastic constants in the cloak are not fully symmetric; they do not possess the minor symmetries. we prove that transformation cloaking is not possible regardless of the shape of the hole and the cloak. we next show that linear elastodynamics transformation cloaking cannot be achieved for gradient elastic solids either; similar to classical linear elasticity the balance of angular momentum is the obstruction to transformation cloaking. we finally prove that transformation cloaking is not possible for linear elastic generalized cosserat solids in 2d for any shape of the hole and the cloak. particularly, in 2d, transformation cloaking cannot be achieved in linear cosserat elasticity. we also show that transformation cloaking for a spherical cavity covered by a spherical cloak is not possible in the setting of linear elastic generalized cosserat solids. we conjecture that this result holds for a cavity of any shape.",10.1007/s00205-019-01389-2,2018-07-26,,"['arash yavari', 'ashkan golgoon']"
368,1807.10559,smoothness of correlation functions in liouville conformal field theory,math-ph math.mp math.pr,"in this article we prove smoothness of the correlation functions in probabilistic liouville conformal field theory. our result is a step towards proving that the correlation functions satisfy the higher ward identities and the higher bpz equations, predicted by the conformal bootstrap approach to conformal field theory.",10.1007/s00023-019-00789-0,2018-07-27,2019-06-16,['joona oikarinen']
369,1807.10719,on coupling and vacant set level set percolation,math.pr math-ph math.mp,"in this note we discuss vacant set level set percolation on a transient weighted graph. it interpolates between the percolation of the vacant set of random interlacements and the level set percolation of the gaussian free field. we employ coupling and derive a stochastic domination from which we deduce in a rather general set-up a certain monotonicity property of the percolation function. in the case of regular trees this stochastic domination leads to a strict inequality between some eigenvalues related to ornstein-uhlenbeck semi-groups for which we have no direct analytical proof. it underpins a certain strict monotonicity property that has significant consequences for the percolation diagram. it is presently open whether a similar looking diagram holds in the case of z^d, with d bigger or equal to 3.",10.1214/19-ecp217,2018-07-27,,['alain-sol sznitman']
370,1807.10844,generalized wen-zee terms,cond-mat.str-el gr-qc hep-th math-ph math.mp,"motivated by symmetry-protected topological phases (spts) with both spatial symmetry (e.g., lattice rotation) and internal symmetry (e.g., spin rotation), we propose a class of exotic topological terms, which generalize the well-known wen-zee topological terms of quantum hall systems [x.-g. wen and a. zee, phys. rev. lett. 69, 953 (1992)]. these generalized wen-zee terms are expressed as wedge product of spin connection and usual gauge fields (1-form or higher) in various dimensions. in order to probe spt orders, we externally insert ""symmetry twists"" like domain walls of discrete internal symmetry and disclinations that are geometric defects with nontrivial riemann curvature. then, generalized wen-zee terms simply tells us how spts respond to those symmetry twists. classifying these exotic topological terms thus leads to a complete classification and characterization of spts within the present framework. we also propose spt low-energy field theories, from which generalized wen-zee terms are deduced as topological response actions. following the abstract of wen-zee paper, our work enriches alternative possibilities of condensed-matter realization of unification of electromagnetism and ""gravity"".",10.1103/physrevb.99.205120,2018-07-27,2019-01-21,"['bo han', 'huajia wang', 'peng ye']"
371,1808.00319,the high temperature crossover for general 2d coulomb gases,math-ph cond-mat.stat-mech math.mp,"we consider $n$ particles in the plane influenced by a general external potential that are subject to the coulomb interaction in two dimensions at inverse temperature $\beta$. at large temperature, when scaling $\beta=2c/n$ with some fixed constant $c>0$, in the large-$n$ limit we observe a crossover from ginibre's circular law or its generalization to the density of non-interacting particles at $\beta=0$. using several different methods we derive a partial differential equation of generalized liouville type for the crossover density. for radially symmetric potentials we present some asymptotic results and give examples for the numerical solution of the crossover density. these findings generalise previous results when the interacting particles are confined to the real line. in that situation we derive an integral equation for the resolvent valid for a general potential and present the analytic solution for the density in case of a gaussian plus logarithmic potential.",10.1007/s10955-019-02276-6,2018-08-01,,"['gernot akemann', 'sung-soo byun']"
372,1808.00743,rational kdv potentials and differential galois theory,math-ph math.mp,"in this work, using differential galois theory, we study the spectral problem of the one-dimensional schr\""odinger equation for rational time dependent kdv potentials. in particular, we compute the fundamental matrices of the linear systems associated to the schr\""odinger equation. furthermore we prove the invariance of the galois groups with respect to time, to generic values of the spectral parameter and to darboux transformations.",10.3842/sigma.2019.047,2018-08-02,2019-06-25,"['sonia jiménez', 'juan j. morales-ruiz', 'raquel sánchez-cauce', 'maría-ángeles zurro']"
373,1808.01172,maximum entropy principle in statistical inference: case for   non-shannonian entropies,cond-mat.stat-mech math-ph math.mp,"in this letter we show that the shore--johnson axioms for maximum entropy principle in statistical estimation theory account for a considerably wider class of entropic functional than previously thought. apart from a formal side of the proof, we substantiate our point by analyzing the effect of weak correlations and discuss two pertinent examples: $2$-qubit quantum system and strongly interacting nuclear systems.",10.1103/physrevlett.122.120601,2018-08-03,2019-03-15,"['petr jizba', 'jan korbel']"
374,1808.01504,reducibility of non-resonant transport equation on $t^d$ with unbounded   perturbations,math-ph math.mp,we prove reducibility of a transport equation on the $d$-dimensional torus $t^d$ with a time quasi-periodic unbounded perturbation. as far as we know this is the first example of a reducibility result for an equation in more than one dimensions with unbounded perturbations. furthermore the unperturbed problem has eigenvalues whose differences are dense on the real axis.,10.1007/s00023-019-00795-2,2018-08-04,,"['dario bambusi', 'beatrice langella', 'riccardo montalto']"
375,1808.01626,asymptotic dynamic for dipolar quantum gases below the ground state   energy threshold,math.ap math-ph math.mp,"we consider the gross-pitaevskii equation describing a dipolar bose-einstein condensate without external confinement. we first consider the unstable regime, where the nonlocal nonlinearity is neither positive nor radially symmetric and standing states are known to exist. we prove that under the energy threshold given by the ground state, all global in time solutions behave as free waves asymptotically in time. the ingredients of the proof are variational characterization of the ground states energy, a suitable profile decomposition theorem and localized virial estimates, enabling to carry out a concentration/compactness and rigidity scheme. as a byproduct we show that in the stable regime, where standing states do not exist, any initial data in the energy space scatters.",10.1016/j.jfa.2019.04.005,2018-08-05,2019-05-06,"['jacopo bellazzini', 'luigi forcella']"
376,1808.02411,a 3-dimensional singular kernel problem in viscoelasticity: an existence   result,math-ph math.mp,"materials with memory, namely those materials whose mechanical and/or thermodynamical behaviour depends on time not only via the present time, but also through its past history, are considered. specifically, a three dimensional viscoelastic body is studied. its mechanical behaviour is described via an integro-differential equation, whose kernel represents the relaxation modulus, characteristic of the viscoelastic material under investigation. according to the classical model, to guarantee the thermodynamical compatibility of the model itself, such a kernel satisfies regularity conditions which include the integrability of its time derivative. to adapt the model to a wider class of materials, this condition is relaxed; that is, conversely to what is generally assumed, no integrability condition is imposed on the time derivative of the relaxation modulus. hence, the case of a relaxation modulus which is unbounded at the initial time t = 0, is considered, so that a singular kernel integro-differential equation, is studied. in this framework, the existence of a weak solution is proved in the case of a three dimensional singular kernel initial boundary value problem.",10.1478/aapp.97s1a3,2018-08-07,,['sandra carillo']
377,1808.02607,comparison of quantum channels by superchannels,quant-ph math-ph math.mp,"we extend the definition of the conditional min-entropy from bipartite quantum states to bipartite quantum channels. we show that many of the properties of the conditional min-entropy carry over to the extended version, including an operational interpretation as a guessing probability when one of the subsystems is classical. we then show that the extended conditional min-entropy can be used to fully characterize when two bipartite quantum channels are related to each other via a superchannel (also known as supermap or a comb) that is acting on one of the subsystems. this relation is a pre-order that extends the definition of ""quantum majorization"" from bipartite states to bipartite channels, and can also be characterized with semidefinite programming. as a special case, our characterization provides necessary and sufficient conditions for when a set of quantum channels is related to another set of channels via a single superchannel. we discuss the applications of our results to channel discrimination, and to resource theories of quantum processes. along the way we study channel divergences, entropy functions of quantum channels, and noise models of superchannels, including random unitary superchannels, and doubly-stochastic superchannels. for the latter we give a physical meaning as being completely-uniformity preserving.",10.1109/tit.2019.2907989,2018-08-07,2019-04-02,['gilad gour']
378,1808.02754,ground states of nicolai and $\mathbb{z}_2$ nicolai models,math-ph math.mp,"we derive explicit recursions for the ground state generating functions of the one-dimensional nicolai model and $\mathbb{z}_2$ nicolai model. both are examples of lattice models with $\mathcal{n}=2$ supersymmetry. the relations that we obtain for the $\mathbb{z}_2$ model were numerically predicted by sannomiya, katsura, and nakayama.",10.1088/1751-8121/aaf181,2018-08-08,,"['ruben la', 'kareljan schoutens', 'sergey shadrin']"
379,1808.03009,analytic cauchy problem for the $\mu$-camassa-holm equation and its   non-quasilinear version,math-ph math.mp,"we solve the cauchy problems for the $\mu$-camassa-holm integro-partial differential equation of khesin-lenells-misio\l{}ek and its non-quasilinear version introduced by qu-fu-liu in the complex-analytic framework. these equations have nonlocal nature at two levels: they involve a pseudo-differential operator of negative order and this operator is defined in terms of an integral of the unknown function. we prove unique solvability of the cauchy problems and provide an estimate of the lifespan of the solutions. our method is the ovsyannikov type argument by batrostichi-himonas-petronilho about a scale of banach spaces of analytic functions, but the non-quasilinearity is dealt with in a different way from theirs. indeed, we use a simple reduction which is just a nonlocal version of a classical trick.",,2018-08-08,2019-06-26,['hideshi yamane']
380,1808.03902,computing with hamiltonian operators,math-ph math.mp nlin.si,"hamiltonian operators are used in the theory of integrable partial differential equations to prove the existence of infinite sequences of commuting symmetries or integrals. in this paper it is illustrated the new reduce package \cde for computations on hamiltonian operators. \cde can compute the hamiltonian properties of skew-adjointness and vanishing schouten bracket for a differential operator, as well as the compatibility property of two hamiltonian operators and the lie derivative of a hamiltonian operator with respect to a vector field. it can also make computations on (variational) multivectors, or functions on supermanifolds. this can open the way to applications in other fields of mathematical physics.",10.1016/j.cpc.2019.05.012,2018-08-12,2019-06-12,['r. vitolo']
381,1808.04034,"lifshitz scaling, microstate counting from number theory and black hole   entropy",hep-th gr-qc math-ph math.mp math.nt,"non-relativistic field theories with anisotropic scale invariance in (1+1)-d are typically characterized by a dispersion relation $e\sim k^{z}$ and dynamical exponent $z>1$. the asymptotic growth of the number of states of these theories can be described by an extension of cardy formula that depends on $z$. we show that this result can be recovered by counting the partitions of an integer into $z$-th powers, as proposed by hardy and ramanujan a century ago. this gives a novel relationship between the characteristic energy of the dispersion relation with the cylinder radius and the ground state energy. for free bosons with lifshitz scaling, this relationship is shown to be identically fulfilled by virtue of the reflection property of the riemann $\zeta$-function. the quantum benjamin-ono$_{2}$ (bo$_{2}$) integrable system, relevant in the agt correspondence, is also analyzed. as a holographic realization, we provide a special set of boundary conditions for which the reduced phase space of einstein gravity with a couple of $u(1)$ fields on ads$_3$ is described by the bo$_{2}$ equations. this suggests that the phase space can be quantized in terms of quantum bo$_{2}$ states. indeed, in the semiclassical limit, the ground state energy of bo$_{2}$ coincides with the energy of global ads$_{3}$, and the bekenstein-hawking entropy for btz black holes is recovered from the anisotropic extension of cardy formula.",10.1007/jhep06(2019)054,2018-08-12,2019-06-16,"['dmitry melnikov', 'fábio novaes', 'alfredo pérez', 'ricardo troncoso']"
382,1808.04763,some lower bounds for solutions of schrodinger evolutions,math.ap math-ph math.mp,"we present some lower bounds for regular solutions of schr\""odinger equations with bounded and time dependent complex potentials. assuming that the solution has some positive mass at time zero within a ball of certain radius, we prove that this mass can be observed if one looks at the solution and its gradient in space-time regions outside of that ball.",,2018-08-14,2019-05-06,"['mikel agirre', 'luis vega']"
383,1808.05201,a note on invariant constant curvature immersions in minkowski space,math.dg math-ph math.mp,"let $s$ be a compact, orientable surface of hyperbolic type. let $(k_+,k_-)$ be a pair of negative numbers and let $(g_+, g_-)$ be a pair of marked metrics over $s$ of constant curvature equal to $k_+$ and $k_-$ respectively. using a functional introduced by bonsante, mondello \& schlenker, we show that there exists a unique affine deformation $\gamma:=(\rho,\tau)$ of a fuchsian group such that $(s,g_+)$ and $(s, g_-)$ embed isometrically as locally strictly convex cauchy surfaces in the future and past complete components respectively of the quotient by $\gamma$ of an open subset $\omega$ of minkowski space. such quotients are known as globally hyperbolic, maximal, cauchy compact min\-kow\-ski spacetimes and are naturally dual to the half-pipe spaces introduced by danciger. when translated into this latter framework, our result states that there exists a unique, marked, quasi-fuchsian half-pipe space in which $(s, g_+)$ and $(s, g_-)$ are realised as the third fundamental forms of future- and past-oriented, locally strictly convex graphs.",,2018-08-15,2019-06-17,"['françois fillastre', 'graham smith']"
384,1808.05343,a unified approach to holomorphic anomaly equations and quantum spectral   curves,math-ph math.mp math.sg,"we present a unified approach to holomorphic anomaly equations and some well-known quantum spectral curves. we develop a formalism of abstract quantum field theory based on the diagrammatics of the deligne-mumford moduli spaces $\overline{{\mathcal m}}_{g,n}$ and derive a quadratic recursion relation for the abstract free energies in terms of the edge-cutting operators. this abstract quantum field theory can be realized by various choices of a sequence of holomorphic functions or formal power series and suitable propagators, and the realized quantum field theory can be represented by formal gaussian integrals. various applications are given.",10.1007/jhep04(2019)135,2018-08-16,2019-02-26,"['zhiyuan wang', 'jian zhou']"
