,id,title,categories,authors
655,1211.5562,spectrum sensing using distributed sequential detection via noisy   reporting mac,cs.it math.it stat.ap,"['jithin k. sreedharan', 'vinod sharma']"
656,1211.5579,a recursive nonparametric estimator for the transition kernel of a   piecewise-deterministic markov process,math.st stat.th,['romain azaïs']
657,1211.5902,eigenvalues of sample covariance matrices of non-linear processes with   infinite variance,math.pr math.st stat.th,"['richard a. davis', 'oliver pfaffel']"
658,1211.6085,random projections for linear support vector machines,cs.lg stat.ml,"['saurabh paul', 'christos boutsidis', 'malik magdon-ismail', 'petros drineas']"
659,1211.6302,duality between subgradient and conditional gradient methods,cs.lg math.oc stat.ml,['francis bach']
660,1211.6451,a lasso-penalized bic for mixture model selection,stat.me math.st stat.co stat.ml stat.th,"['sakyajit bhattacharya', 'paul d. mcnicholas']"
661,1211.6537,degree-based network models,math.st cs.si math.co stat.me stat.th,"['sofia c. olhede', 'patrick j. wolfe']"
662,1211.6687,"robustness analysis of hottopixx, a linear programming model for   factoring nonnegative matrices",stat.ml cs.lg cs.na math.oc,['nicolas gillis']
663,1211.6807,scalable spectral algorithms for community detection in directed   networks,cs.si physics.soc-ph stat.ml,"['sungmin kim', 'tao shi']"
664,1211.6950,dynamic network cartography,cs.ni cs.it cs.ma math.it stat.ml,"['gonzalo mateos', 'ketan rajawat']"
665,1211.7046,polyhedral computational geometry for averaging metric phylogenetic   trees,math.mg cs.cg math.co math.st q-bio.pe stat.th,"['ezra miller', 'megan owen', 'j. scott provan']"
666,1211.7114,anisotropic denoising in functional deconvolution model with   dimension-free convergence rates,math.st stat.th,"['rida benhaddou', 'marianna pensky', 'dominique picard']"
667,1212.0018,collective phenomena and non-finite state computation in a human social   system,cs.si cs.fl nlin.ao physics.soc-ph q-bio.pe stat.ap,['simon dedeo']
668,1212.0171,message-passing algorithms for quadratic minimization,cs.it cs.lg math.it stat.ml,"['nicholas ruozzi', 'sekhar tatikonda']"
669,1212.0243,estimation for monotone sampling: competitiveness and customization,math.st cs.db stat.th,['edith cohen']
670,1212.0270,semiparametric small area estimation of crop acreage under partially   linear model,stat.me,"['rong zhu', 'guohua zou', 'chun wang', 'yi hu']"
671,1212.0304,ranking and mapping of universities and research-focused institutions   worldwide based on highly-cited papers: a visualization of results from   multi-level models,cs.dl physics.soc-ph stat.ap,"['lutz bornmann', 'moritz stefaner', 'felix de moya anegon', 'ruediger mutz']"
672,1212.0478,structure estimation for discrete graphical models: generalized   covariance matrices and their inverses,stat.ml math.st stat.th,"['po-ling loh', 'martin j. wainwright']"
673,1212.0534,"split sampling: expectations, normalisation and rare events",stat.co,"['john r. birge', 'changgee chang', 'nicholas g. polson']"
674,1212.0695,training support vector machines using frank-wolfe optimization methods,cs.lg cs.cv math.oc stat.ml,"['emanuele frandi', 'ricardo nanculef', 'maria grazia gasparo', 'stefano lodi', 'claudio sartori']"
675,1212.0870,errors-in-variables beta regression models,stat.me,"['jalmar m. f. carrasco', 'silvia l. p. ferrari', 'reinaldo b. arellano-valle']"
676,1212.0873,parallel coordinate descent methods for big data optimization,math.oc cs.ai stat.ml,"['peter richtárik', 'martin takáč']"
677,1212.1038,a note on marginal posterior simulation via higher-order tail area   approximations,stat.co,"['erlis ruli', 'nicola sartori', 'laura ventura']"
678,1212.1182,universally consistent vertex classification for latent positions graphs,stat.ml math.st stat.th,"['minh tang', 'daniel l. sussman', 'carey e. priebe']"
679,1212.1384,clusters and water flows: a novel approach to modal clustering through   morse theory,math.st math.dg stat.ml stat.th,['josé e. chacón']
680,1212.1707,lossy compression via sparse linear regression: computationally   efficient encoding and decoding,cs.it math.it stat.ml,"['ramji venkataramanan', 'tuhin sarkar', 'sekhar tatikonda']"
681,1212.1788,approximate discrete-time schemes for the estimation of diffusion   processes from complete observations,math.oc math.st stat.co stat.th,['j. c. jimenez']
682,1212.1829,efficient computer network anomaly detection by changepoint detection   methods,stat.ap,"['alexander g. tartakovsky', 'aleksey s. polunchenko', 'grigory sokolov']"
683,1212.1949,a semiparametric bayesian approach for extreme values using dirichlet   process mixture of gamma and generalized pareto densities,stat.me math.st stat.th,['jairo fuquene']
684,1212.2044,macro-economic time series modeling and interaction networks,cs.ne stat.ap,"['gabriel kronberger', 'stefan fink', 'michael kommenda', 'michael affenzeller']"
685,1212.2136,a class of random fields on complete graphs with tractable partition   function,cs.lg stat.ml,['boris flach']
686,1212.2834,dictionary subselection using an overcomplete joint sparsity model,cs.lg math.oc stat.ml,"['mehrdad yaghoobi', 'laurent daudet', 'michael e. davies']"
687,1212.3111,uniform strong consistency of a frontier estimator using kernel   regression on high order moments,math.st stat.th,"['stephane girard', 'armelle guillou', 'gilles stupfler']"
688,1212.3151,optimal design of dilution experiments under volume constraints,math.st math.oc stat.th,"['maryam zolghadr', 'sergei zuyev']"
689,1212.3214,integrating prior knowledge into prognostic biomarker discovery based on   network structure,q-bio.gn stat.ml,"['yupeng cun', 'holger fröhlich']"
690,1212.3436,revisiting multi-subject random effects in fmri: advocating prevalence   estimation,stat.ap,"['jonathan d. rosenblatt', 'matthijs vink', 'yoav benjamini']"
691,1212.3524,bootstrapping under constraint for the assessment of group behavior in   human contact networks,physics.soc-ph cs.si math.st stat.th,"['nicolas tremblay', 'alain barrat', 'cary forest', 'mark nornberg', 'jean-françois pinton', 'pierre borgnat']"
692,1212.3587,detecting time-dependent structure in network data via a new class of   latent process models,stat.me,"['lucy f. robinson', 'carey e. priebe']"
693,1212.3647,parametric inference in the large data limit using maximally informative   models,q-bio.qm math.st q-bio.mn q-bio.nc stat.th,"['justin b. kinney', 'gurinder s. atwal']"
694,1212.3716,the art of probability-of-default curve calibration,q-fin.rm stat.ap,['dirk tasche']
695,1212.3721,approximate continuous-discrete filters for the estimation of diffusion   processes from partial and noisy observations,math.oc math.st stat.co stat.th,['j. c. jimenez']
696,1212.3866,agnostic insurability of model classes,math.st cs.it math.it stat.th,"['narayana santhanam', 'venkat anantharam']"
697,1212.4093,co-clustering separately exchangeable network data,math.st cs.si math.co stat.ml stat.th,"['david choi', 'patrick j. wolfe']"
698,1212.4239,local paths to global coherence: cutting networks down to size,q-bio.nc math-ph math.ds math.mp math.st q-bio.qm stat.th,"['yu hu', 'james trousdale', 'krešimir josić', 'eric shea-brown']"
699,1212.4269,accelerated time-of-flight mass spectrometry,math.oc cs.ce stat.ml,"['morteza ibrahimi', 'andrea montanari', 'george s moore']"
700,1212.4569,feature vector regularization in machine learning,stat.ml,"['yue fan', 'louise raphael', 'mark kon']"
701,1212.4767,proposals which speed-up function-space mcmc,stat.me math.ds physics.data-an,['kody j. h. law']
702,1212.4786,a statistical framework for joint eqtl analysis in multiple tissues,q-bio.qm q-bio.gn stat.ap,"['timothée flutre', 'xiaoquan wen', 'jonathan pritchard', 'matthew stephens']"
703,1212.4794,parsimonious module inference in large networks,physics.data-an physics.soc-ph stat.ml,['tiago p. peixoto']
704,1212.4942,strong consistency of reduced k-means clustering,math.st stat.th,['yoshikazu terada']
705,1212.5332,optimal classification in sparse gaussian graphic model,stat.ml math.st stat.th,"['yingying fan', 'jiashun jin', 'zhigang yao']"
706,1212.5497,the random subgraph model for the analysis of an ecclesiastical network   in merovingian gaul,stat.me,"['yacine jernite', 'pierre latouche', 'charles bouveyron', 'patrick rivera', 'laurent jegou', 'stéphane lamassé']"
707,1212.5932,fully scalable online-preprocessing algorithm for short oligonucleotide   microarray atlases,q-bio.qm cs.ce cs.lg q-bio.gn stat.ap stat.ml,"['leo lahti', 'aurora torrente', 'laura l. elo', 'alvis brazma', 'johan rung']"
708,1212.6232,high-dimensional sparse additive hazards regression,stat.me math.st stat.th,"['wei lin', 'jinchi lv']"
709,1212.6788,local and global asymptotic inference in smoothing spline models,math.st stat.ml stat.th,"['zuofeng shang', 'guang cheng']"
710,1301.0104,policy evaluation with variance related risk criteria in markov decision   processes,cs.lg stat.ml,"['aviv tamar', 'dotan di castro', 'shie mannor']"
711,1301.0264,validation of soft classification models using partial class   memberships: an extended concept of sensitivity & co. applied to the grading   of astrocytoma tissues,stat.ml stat.ap,"['claudia beleites', 'reiner salzer', 'valter sergo']"
712,1301.0633,clustered calibration: an improvement to radio interferometric direction   dependent self-calibration,astro-ph.im cs.ce stat.ap,"['sanaz kazemi', 'sarod yatawatta', 'saleem zaroubi']"
713,1301.0676,strong consistency of factorial k-means clustering,math.st stat.th,['yoshikazu terada']
714,1301.0877,efficient computational algorithm for optimal allocation in regression   models,stat.co math.st stat.me stat.th,"['wei gao', 'ping shing chan', 'hon keung tony ng', 'xiaolei lu']"
715,1301.0901,compressed sensing under matrix uncertainty: optimum thresholds and   robust approximate message passing,cs.it cond-mat.stat-mech math.it math.st stat.th,"['florent krzakala', 'marc mézard', 'lenka zdeborová']"
716,1301.0993,asymptotic behavior of mixed power variations and statistical estimation   in mixed models,math.pr stat.me,"['marco dozzi', 'yuliya mishura', 'georgiy shevchenko']"
717,1301.1218,finding the true frequent itemsets,cs.lg cs.db cs.ds stat.ml,"['matteo riondato', 'fabio vandin']"
718,1301.1318,efficient eigen-updating for spectral graph clustering,stat.ml,"['charanpal dhanjal', 'romaric gaudel', 'stéphan clémençon']"
719,1301.1444,object-oriented bayesian networks for a decision support system for   antitrust enforcement,cs.ai stat.ap,"['julia mortera', 'paola vicard', 'cecilia vergari']"
720,1301.1717,fiducial theory and optimal inference,math.st math.gr math.pr stat.th,"['gunnar taraldsen', 'bo henry lindqvist']"
721,1301.2053,finding multivariate outliers with fastpcs,stat.me stat.co,"['kaveh vakili', 'eric schmitt']"
722,1301.2093,improving the efficiency of genomic selection,stat.me q-bio.qm stat.ap,"['marco scutari', 'ian mackay', 'david j. balding']"
723,1301.2212,on the identifiability of copulas in bivariate competing risks models,math.st stat.th,"['maik schwarz', 'geurt jongbloed', 'ingrid van keilegom']"
724,1301.2242,maximal gaps between prime k-tuples: a statistical approach,math.nt math.pr math.st stat.th,['alexei kourbatov']
725,1301.2603,robust subspace clustering,cs.lg cs.it math.it math.oc math.st stat.ml stat.th,"['mahdi soltanolkotabi', 'ehsan elhamifar', 'emmanuel j. candès']"
726,1301.2677,em algorithms for estimating the bernstein copula,stat.co,"['xiaoling dou', 'satoshi kuriki', 'gwo dong lin', 'donald richards']"
727,1301.2706,a mathematical theory of fame,physics.soc-ph stat.ap,"['m. v. simkin', 'v. p. roychowdhury']"
728,1301.2724,perturbative corrections for approximate inference in gaussian latent   variable models,stat.ml,"['manfred opper', 'ulrich paquet', 'ole winther']"
729,1301.2732,varieties with maximum likelihood degree one,math.ag math.st stat.th,['june huh']
730,1301.2840,unsupervised feature learning for low-level local image descriptors,cs.cv cs.lg stat.ml,"['christian osendorfer', 'justin bayer', 'sebastian urban', 'patrick van der smagt']"
731,1301.2917,evidence and bayes factor estimation for gibbs random fields,stat.me stat.co,['nial friel']
732,1301.2975,fast approximate bayesian computation for discretely observed markov   models using a factorised posterior distribution,stat.co stat.ap stat.me,"['simon r. white', 'theodore kypraios', 'simon p. preston']"
733,1301.3226,the expressive power of word embeddings,cs.lg cs.cl stat.ml,"['yanqing chen', 'bryan perozzi', 'rami al-rfou', 'steven skiena']"
734,1301.3529,discrete restricted boltzmann machines,stat.ml math.ag math.pr,"['guido montufar', 'jason morton']"
735,1301.3568,joint training deep boltzmann machines for classification,stat.ml cs.lg,"['ian j. goodfellow', 'aaron courville', 'yoshua bengio']"
736,1301.3581,d-optimal factorial designs under generalized linear models,math.st stat.th,"['jie yang', 'abhyuday mandal']"
737,1301.3602,fourier transform methods for pathwise covariance estimation in the   presence of jumps,math.st stat.th,"['christa cuchiero', 'josef teichmann']"
738,1301.3611,jitter-adaptive dictionary learning - application to multi-trial   neuroelectric signals,stat.ml,"['sebastian hitziger', 'maureen clerc', 'alexandre gramfort', 'sandrine saillet', 'christian bénar', 'théodore papadopoulo']"
739,1301.3641,training neural networks with stochastic hessian-free optimization,cs.lg cs.ne stat.ml,['ryan kiros']
740,1301.3748,deep impact: unintended consequences of journal rank,cs.dl physics.soc-ph stat.ot,"['björn brembs', 'marcus munafò']"
741,1301.3764,"adaptive learning rates and parallelization for stochastic, sparse,   non-smooth gradients",cs.lg cs.ai stat.ml,"['tom schaul', 'yann lecun']"
742,1301.4083,knowledge matters: importance of prior information for optimization,cs.lg cs.cv cs.ne stat.ml,"['çağlar gülçehre', 'yoshua bengio']"
743,1301.4144,non-parametric bayesian modelling of digital gene expression data,q-bio.qm q-bio.gn stat.ap stat.ml,"['dimitrios v. vavoulis', 'julian gough']"
744,1301.4240,hypothesis testing in high-dimensional regression under the gaussian   random design model: asymptotic theory,stat.me cs.it math.it math.st stat.ml stat.th,"['adel javanmard', 'andrea montanari']"
745,1301.4320,cross validation and maximum likelihood estimations of hyper-parameters   of gaussian processes with model misspecification,math.st stat.th,['françois bachoc']
746,1301.4499,nifty - numerical information field theory - a versatile python library   for signal inference,astro-ph.im cs.it cs.ms math-ph math.it math.mp physics.data-an stat.co,"['marco selig', 'michael r. bell', 'henrik junklewitz', 'niels oppermann', 'martin reinecke', 'maksim greiner', 'carlos pachajoa', 'torsten a. enßlin']"
747,1301.4566,"sparse/robust estimation and kalman smoothing with nonsmooth log-concave   densities: modeling, computation, and theory",stat.ml math.oc math.st stat.th,"['aleksandr y. aravkin', 'james v. burke', 'gianluigi pillonetto']"
748,1301.4628,intrinsic posterior regret gamma-minimax estimation for the exponential   family of distributions,math.st stat.me stat.ot stat.th,"['mohammad jafari jozani', 'nahid jafari tabrizi']"
749,1301.4649,regularised pca to denoise and visualise data,stat.me,"['marie verbanck', 'julie josse', 'françois husson']"
750,1301.4679,cellular tree classifiers,stat.ml cs.lg math.st stat.th,"['gérard biau', 'luc devroye']"
751,1301.4804,fractional absolute moments of heavy tailed distributions,math.st math.pr stat.th,"['muneya matsui', 'zbynek pawlas']"
752,1301.4807,comparison and anti-concentration bounds for maxima of gaussian random   vectors,math.pr math.st stat.th,"['victor chernozhukov', 'denis chetverikov', 'kengo kato']"
753,1301.5007,ergodicity and scaling limit of a constrained multivariate hawkes   process,stat.ap q-fin.cp q-fin.tr,"['ban zheng', 'françois roueff', 'frédéric abergel']"
754,1301.5054,a note on probabilistic models over strings: the linear algebra approach,q-bio.pe cs.fl stat.co,['alexandre bouchard-côté']
755,1301.5063,heteroscedastic conditional ordinal random fields for pain intensity   estimation from facial images,cs.cv cs.lg stat.ml,"['ognjen rudovic', 'maja pantic', 'vladimir pavlovic']"
756,1301.5288,the connection between bayesian estimation of a gaussian random field   and rkhs,stat.ml cs.lg math.st stat.th,"['aleksandr y. aravkin', 'bradley m. bell', 'james v. burke', 'gianluigi pillonetto']"
757,1301.5510,statistical testing of shared genetic control for potentially related   traits,q-bio.gn stat.ap,['chris wallace']
758,1301.5650,regularization and nonlinearities for neural language models: when are   they needed?,stat.ml cs.lg,"['marius pachitariu', 'maneesh sahani']"
759,1301.5802,a model of poissonian interactions and detection of dependence,math.st stat.th,"['laure sansonnet', 'christine tuleau-malot']"
760,1301.5873,spike detection from inaccurate samplings,math.st stat.th,"['jean-marc azais', 'yohann de castro', 'fabrice gamboa']"
761,1301.5927,using proper divergence functions to evaluate climate models,stat.me,"['thordis l. thorarinsdottir', 'tilmann gneiting', 'nadine gissibl']"
762,1301.5948,accurate and robust genomic prediction of celiac disease using   statistical learning,q-bio.gn stat.ap,"['gad abraham', 'jason a. tye-din', 'oneil g. bhalala', 'adam kowalczyk', 'justin zobel', 'michael inouye']"
763,1301.6064,geodesic monte carlo on embedded manifolds,stat.co,"['simon byrne', 'mark girolami']"
764,1301.6080,optimal learning with $q$-aggregation,math.st stat.th,"['guillaume lecué', 'philippe rigollet']"
765,1301.6206,optimal sequential joint detection and estimation,stat.me math.oc math.pr,"['yasin yilmaz', 'george v. moustakides', 'xiaodong wang']"
766,1301.6256,tight is better: performance improvement of the compressive classifier   using equi-norm tight frames,cs.it math.it math.st stat.th,"['hailong shi', 'hao zhang']"
767,1301.6314,"equitability analysis of the maximal information coefficient, with   comparisons",cs.lg q-bio.qm stat.ml,"['david reshef', 'yakir reshef', 'michael mitzenmacher', 'pardis sabeti']"
768,1301.6465,extendable mdl,cs.it math.it math.st stat.th,['peter harremoës']
769,1301.6494,bayesian estimation for a parametric markov renewal model applied to   seismic data,stat.me,"['i. epifani', 'l. ladelli', 'a. pievatolo']"
770,1301.6554,how (not) to assess the importance of correlations for the matching of   spontaneous and evoked activity,q-bio.nc stat.me,"['józsef fiser', 'máté lengyel', 'cristina savin', 'gergö orbán', 'pietro berkes']"
771,1301.6635,exact sampling and counting for fixed-margin matrices,stat.co math.st stat.ap stat.th,"['jeffrey w. miller', 'matthew t. harrison']"
772,1301.6648,generalized bregman divergence and gradient of mutual information for   vector poisson channels,cs.it math.it stat.ml,"['liming wang', 'miguel rodrigues', 'lawrence carin']"
773,1301.7006,"a unified community detection, visualization and analysis method",cs.si physics.data-an physics.soc-ph stat.ot,"['michel crampes', 'michel plantié']"
774,1301.7161,a significance test for the lasso,math.st stat.me stat.th,"['richard lockhart', 'jonathan taylor', 'ryan j. tibshirani', 'robert tibshirani']"
775,1301.7189,approximate counting of graphical models via mcmc revisited,stat.ml cs.ai,['jose m. peña']
776,1301.7212,multiscale change-point inference,stat.me math.st stat.th,"['klaus frick', 'axel munk', 'hannes sieling']"
777,1301.7619,rank regularization and bayesian inference for tensor completion and   extrapolation,cs.it cs.lg math.it stat.ml,"['juan andres bazerque', 'gonzalo mateos', 'georgios b. giannakis']"
778,1301.7644,adaptive estimation of the density matrix in quantum homodyne tomography   with noisy data,math.st stat.th,"['p alquier', 'k meziani', 'g peyré']"
779,1301.7703,a bayesian nonparametric meta-analysis model,stat.me,"['george karabatsos', 'elizabeth talbott', 'stephen g. walker']"
780,1302.0261,the group square-root lasso: theoretical properties and fast algorithms,math.st stat.co stat.th,"['florentina bunea', 'johannes lederer', 'yiyuan she']"
781,1302.0336,sharp inequalities for $f$-divergences,math.st cs.it math.it math.oc math.pr stat.ml stat.th,"['adityanand guntuboyina', 'sujayam saha', 'geoffrey schiebinger']"
782,1302.0425,asymptotic normality and efficiency of the maximum likelihood estimator   for the parameter of a ballistic random walk in a random environment,math.st stat.th,"['mikael falconnet', 'dasha loukianova', 'catherine matias']"
783,1302.0581,smml estimators for exponential families with continuous sufficient   statistics,cs.it math.it math.st stat.ml stat.th,['james g. dowty']
784,1302.0730,measure transformed independent component analysis,stat.me,"['koby todros', 'alfred o. hero']"
785,1302.0883,spatially adaptive post-processing of ensemble forecasts for temperature,stat.ap,"['michael scheuerer', 'luca büermann']"
786,1302.0890,local log-linear models for capture-recapture,stat.me,['zachary t. kurtz']
787,1302.0893,probabilistic quantitative precipitation forecasting using ensemble   model output statistics,stat.ap physics.ao-ph,['michael scheuerer']
788,1302.0907,bootstrap methods for the empirical study of decision-making and   information flows in social systems,cs.it cs.si math.it physics.soc-ph stat.me,"['simon dedeo', 'robert x. d. hawkins', 'sara klingenstein', 'tim hitchcock']"
789,1302.0924,on the nile problem by sir ronald fisher,math.st stat.th,"['abram m. kagan', 'yaakov malinovsky']"
790,1302.1171,total variation distance between two double wiener-it\^o integrals,math.st stat.th,['rola zintout']
791,1302.1809,a completely random t-tessellation model and gibbsian extensions,math.st stat.th,"['kiên kiêu', 'katarzyna adamczyk-chauvat', 'hervé monod', 'radu s. stoica']"
792,1302.2325,conditional gradient algorithms for norm-regularized smooth convex   optimization,math.oc stat.co stat.ml,"['zaid harchaoui', 'anatoli juditsky', 'arkadi nemirovski']"
793,1302.2373,parsimonious skew mixture models for model-based clustering and   classification,stat.me,"['irene vrbik', 'paul d. mcnicholas']"
794,1302.2408,minimal markov basis for tests of main effect models for $2^{p-1}$   fractional factorial designs of resolution $p$,math.st stat.th,['satoshi aoki']
795,1302.2639,matrix completion and tensor rank,math.oc math.st stat.th,['harm derksen']
796,1302.2671,latent self-exciting point process model for spatial-temporal networks,cs.si cs.lg stat.ml,"['yoon-sik cho', 'aram galstyan', 'p. jeffrey brantingham', 'george tita']"
797,1302.2684,a tensor approach to learning mixed membership community models,cs.lg cs.si stat.ml,"['anima anandkumar', 'rong ge', 'daniel hsu', 'sham m. kakade']"
798,1302.2686,covariance estimation in high dimensions via kronecker product   expansions,stat.me stat.ml,"['theodoros tsiligkaridis', 'alfred o. hero']"
799,1302.2767,coherence and sufficient sampling densities for reconstruction in   compressed sensing,cs.lg cs.it math.ag math.it stat.ml,"['franz j. király', 'louis theran']"
800,1302.2882,markov chain monte carlo methods for the regular two-level fractional   factorial designs and cut ideals,math.st math.ac stat.th,"['satoshi aoki', 'takayuki hibi', 'hidefumi ohsugi']"
801,1302.3065,bayesian analysis of measurement error models using inla,stat.me,"['stefanie muff', 'andrea riebler', 'havard rue', 'philippe saner', 'leonhard held']"
802,1302.3238,contribution to the theory of pitman estimators,math.st stat.th,"['abram m. kagan', 'tinghui yu', 'andrew barron', 'mokshay madiman']"
803,1302.3430,bernstein - von mises theorem for growing parameter dimension,math.st stat.th,['vladimir spokoiny']
804,1302.3447,exact methods for multistage estimation of a binomial proportion,math.st cs.lg cs.na math.pr stat.th,"['zhengjia chen', 'xinjia chen']"
805,1302.3451,parameter estimation for a subcritical affine two factor model,math.st q-fin.st stat.th,"['matyas barczy', 'leif doering', 'zenghu li', 'gyula pap']"
806,1302.3463,"locally epistatic genomic relationship matrices for genomic association,   prediction and selection",stat.ap stat.ml,['deniz akdemir']
807,1302.3543,low-rate renewal theory and estimation,math.st stat.th,['georgios fellouris']
808,1302.3639,a latent source model for nonparametric time series classification,stat.ml cs.lg cs.si,"['george h. chen', 'stanislav nikolov', 'devavrat shah']"
809,1302.3697,how to evaluate individual researchers working in the natural and life   sciences meaningfully? a proposal of methods based on percentiles of   citations,cs.dl physics.soc-ph stat.ap,"['lutz bornmann', 'werner marx']"
810,1302.3913,multiclass data segmentation using diffuse interface methods on graphs,stat.ml,"['cristina garcia-cardona', 'ekaterina merkurjev', 'andrea l. bertozzi', 'arjuna flenner', 'allon percus']"
811,1302.3931,understanding boltzmann machine and deep learning via a confident   information first principle,cs.ne cs.lg stat.ml,"['xiaozhao zhao', 'yuexian hou', 'qian yu', 'dawei song', 'wenjie li']"
812,1302.4049,angular spectra for non-gaussian isotropic fields,stat.ap astro-ph.co math-ph math.mp,['gyorgy terdik']
813,1302.4244,quantile regression in high-dimension with breaking,math.st stat.th,['gabriela ciuperca']
814,1302.4245,gaussian process kernels for pattern discovery and extrapolation,stat.ml cs.ai stat.me,"['andrew gordon wilson', 'ryan prescott adams']"
815,1302.4297,feature multi-selection among subjective features,cs.lg stat.ml,"['sivan sabato', 'adam kalai']"
816,1302.4385,robust near-separable nonnegative matrix factorization using linear   optimization,stat.ml math.oc,"['nicolas gillis', 'robert luce']"
817,1302.4387,online learning with switching costs and other adaptive adversaries,cs.lg stat.ml,"['nicolo cesa-bianchi', 'ofer dekel', 'ohad shamir']"
818,1302.4389,maxout networks,stat.ml cs.lg,"['ian j. goodfellow', 'david warde-farley', 'mehdi mirza', 'aaron courville', 'yoshua bengio']"
819,1302.4404,analysis of forensic dna mixtures with artefacts,stat.me stat.ap,"['r. g. cowell', 't. graversen', 's. lauritzen', 'j. mortera']"
820,1302.4641,dichotomization invariant log-mean linear parameterization for discrete   graphical models of marginal independence,stat.me,['alberto roverato']
821,1302.4776,universal outlier hypothesis testing,cs.it math.it math.st stat.th,"['yun li', 'sirin nitinawarat', 'venugopal v. veeravalli']"
822,1302.4815,contemporaneous aggregation of triangular array of random-coefficient   ar(1) processes,math.st stat.th,"['anne philippe', 'donata puplinskaite', 'donatas surgailis']"
823,1302.4853,consistency of online random forests,stat.ml,"['misha denil', 'david matheson', 'nando de freitas']"
824,1302.4886,"fast methods for denoising matrix completion formulations, with   applications to robust seismic data interpolation",stat.ml cs.lg,"['aleksandr y. aravkin', 'rajiv kumar', 'hassan mansour', 'ben recht', 'felix j. herrmann']"
825,1302.4887,limit theorems for the pre-averaged hayashi-yoshida estimator with   random sampling,math.st stat.th,['yuta koike']
826,1302.4922,structure discovery in nonparametric regression through compositional   kernel search,stat.ml cs.lg stat.me,"['david duvenaud', 'james robert lloyd', 'roger grosse', 'joshua b. tenenbaum', 'zoubin ghahramani']"
827,1302.5186,unsupervised edge map scoring: a statistical complexity approach,cs.cv stat.ap,"['javier gimenez', 'jorge martinez', 'ana georgina flesia']"
828,1302.5202,"estimation of integrated covariances in the simultaneous presence of   nonsynchronicity, microstructure noise and jumps",math.st stat.th,['yuta koike']
829,1302.5337,obtaining error-minimizing estimates and universal entry-wise error   bounds for low-rank matrix completion,stat.ml math.ag math.co,"['franz j. király', 'louis theran']"
830,1302.5493,modeling and testing for joint association using a genetic random field   model,stat.me,"['zihuai he', 'min zhang', 'xiaowei zhan', 'qing lu']"
831,1302.5554,self-similar prior and wavelet bases for hidden incompressible turbulent   motion,stat.ap cs.cv cs.na physics.flu-dyn,"['patrick héas', 'frédéric lavancier', 'souleymane kadri-harouna']"
832,1302.5721,analyzing complex functional brain networks: fusing statistics and   network science to understand the brain,stat.me q-bio.nc q-bio.qm stat.ap,"['sean l. simpson', 'f. dubois bowman', 'paul j. laurienti']"
833,1302.5743,bayesian inference of inaccuracies in radiation transport physics from   inertial confinement fusion experiments,physics.plasm-ph physics.atom-ph physics.data-an stat.ap,"['jim a gaffney', 'dan clark', 'vijay sonnad', 'stephen b libby']"
834,1302.5762,probabilistic non-local means,cs.cv stat.ap stat.co,"['yue wu', 'brian tracey', 'premkumar natarajan', 'joseph p. noonan']"
835,1302.5831,on testing independence and goodness-of-fit in linear models,stat.me math.st stat.th,"['arnab sen', 'bodhisattva sen']"
836,1302.5892,natural statistics for spectral samples,math.st math.co stat.th,"['e. di nardo', 'p. mccullagh', 'd. senato']"
837,1302.6058,sequential joint detection and estimation,math.st stat.th,"['yasin yilmaz', 'george v. moustakides', 'xiaodong wang']"
838,1302.6073,blockwise and coordinatewise thresholding to combine tests of different   natures in modern anova,stat.me,['sylvain sardy']
839,1302.6103,minimax rates of convergence for wasserstein deconvolution with   supersmooth errors in any dimension,math.st stat.th,"['jérôme dedecker', 'bertrand michel']"
840,1302.6584,variational algorithms for marginal map,stat.ml cs.ai cs.it cs.lg math.it,"['qiang liu', 'alexander ihler']"
841,1302.6741,variable transformation to obtain geometric ergodicity in the   random-walk metropolis algorithm,math.st stat.th,"['leif t. johnson', 'charles j. geyer']"
842,1302.6768,missing entries matrix approximation and completion,math.na cs.lg stat.ml,"['gil shabat', 'yaniv shmueli', 'amir averbuch']"
843,1302.7083,quantification of uncertainty from high-dimensional scattered data via   polynomial approximation,math.na stat.me,['lionel mathelin']
844,1302.7149,uncertainty quantification in complex simulation models using ensemble   copula coupling,stat.me,"['roman schefzik', 'thordis l. thorarinsdottir', 'tilmann gneiting']"
845,1302.7220,a new monte carlo based algorithm for the gaussian process   classification problem,stat.ml,"['amir f. atiya', 'hatem a. fayed', 'ahmed h. abdel-gawad']"
846,1303.0073,a method for comparing hedge funds,q-fin.st cs.ir cs.lg stat.ml,['uri kartoun']
847,1303.0076,bio-signals-based situation comparison approach to predict pain,stat.ap cs.lg stat.ml,['uri kartoun']
848,1303.0191,a directional gradient-curvature method for gap filling of gridded   environmental spatial data with potentially anisotropic correlations,stat.ap,"['milan žukovič', 'dionissios t. hristopulos']"
849,1303.0268,maximal information divergence from statistical models defined by neural   networks,math.st stat.ml stat.th,"['guido montufar', 'johannes rauh', 'nihat ay']"
850,1303.0283,inverse signal classification for financial instruments,cs.lg cs.ir q-fin.st stat.ml,['uri kartoun']
851,1303.0309,one-class support measure machines for group anomaly detection,stat.ml cs.lg,"['krikamol muandet', 'bernhard schölkopf']"
